,twitler
7675,karşıyım ancak online eğitim isteyen maske dayatan sorgulama özürlü öğretmenlere karşıyım
7676,ülkemin düşünen insana ihtiyacı var eğitimdemetaversehayir
7677,mankurt hunter
7678,subutaykartal
7679,
7680,mar
7681,
7682,cpediatrist
7683,
7684,eylemakoz
7685,online eğitim öğrenciler arasındaki kapasiteodaklanmaalgılama farkları ortadan kalktıdehbli bir öğrenci dersi kendi istediği zamanda izleyerek başarılı oluyorken klasik eğitimde öğretmenler çocukları yaramazuyumsuzdüzeni bozan olarak görüp sınıflarında istemiyordu
7686,matgeo
7687,mlecwan
7688,
7689,mar
7690,bin hayal olsun
7691,yıldır pandemi yüzünden online eğitim var doğru düzgün öğretmen alımı yapılmadı açık fazla ortada öyle olmasa bine yakın ücretli öğretmen olmazdı
7692,lodos
7693,kopkoyu__mor
7694,
7695,mar
7696,plandemide online eğitim bunun antremanıydı
7697,quote tweet
7698,santana
7699,santanareturn
7700,mar
7701,kendinizi koruduğunuzu düşünebilirsiniz
7702,peki çocuklar
7703,çocuklarınızı küresel şeytanlardan koruyabilecekmisiniz
7704,
7705,bunun yapıyorsunuz mesela
7706,show this thread
7707,murat cayfilozofu
7708,murataltinok_
7709,
7710,mar
7711,sene önce kapanmalarda
7712,öğrencilerin eğitim tableti yoktu interneti yoktu çoğu köylerde internet altyapısı yoktur hatta online ders saatlerinde ülke internetinde aşırı yüklenmeler yaşanmıştı şimdi metaverse diyorlardevlet herkese gözlük verecek
7713,quote tweet
7714,av aysel karakuzu
7715,aysel_karakuzu
7716,mar
7717,milli eğitim bakanlığı eğitimde metaverse döneminin geldiğini duyurdu
7718,çocuklarımızda hâlâ maskeler var
7719,gözlerinde metaverse gözlüğüyle ruh fizik sağlığı yönünden olumlu olmayacağı fark edilebiliyor
7720,
7721,
7722,show this threadmüjdeli
7723,bra
7724,
7725,mar
7726,
7727,santanareturn
7728,sistemi açık edicen olmuyor online eğitim yapıldı sisteme hazırlık okullar kapanıverir öğretmenler zaten çoğu dozlu temizlik olur öğrenciler evde köle düzeni sistemi sorgulanmadı aynen devam
7729,santana
7730,santanareturn
7731,
7732,mar
7733,korona gripten farksız yıl online eğitim yapıldı
7734,
7735,öğrenciler evlerinden gözlüğünü takıp metaverse ortamında öğrenimine devam ederse öğretmenler okullar olacak
7736,
7737,
7738,diyarbakır eğitim gücü sen
7739,egitimgucudyb
7740,
7741,mar
7742,eylem kararlarımızla üyelerimizin yanındayız
7743,
7744,tüzüğümüzü okumak hakkımızda bilgi almak online üye olmak
7745,httpegitimgucusenorgtr adresimizi ziyaret edebilirsiniz
7746,
7747,egitimgucu apolitiksendika
7748,egitimgucusen
7749,oguzozat
7750,the following media includes potentially sensitive content change settings
7751,view
7752,
7753,yurtdışı eğitimfuarı
7754,ieftfuarlari
7755,
7756,mar
7757,ülkeden üniversite kolej ieft yurtdışı eğitim fuarları başlıyor
7758,
7759,ücretsiz online davetiyeni hemen al
7760,httpieftcomtr
7761,
7762,ieftfuarlari yurdısıegitimfuarı ieftfairs egitimfuari yurdısındalisans yurtdısındayukseklisans ukuniversity yurtdisiegitimbursu
7763,
7764,ayşegül
7765,sinmcap
7766,
7767,mar
7768,gecme yontemj olarak cikmis online egitim
7769,show this threadirmak
7770,irmakszalai
7771,
7772,mar
7773,online egitim hicbi sik anlamiyorum su aptal ortam hocalar yuzunden istemeye basladim su an aq
7774,bulgusalbilgiselbelgesel
7775,bulgubelge
7776,
7777,mar
7778,
7779,hypekripto
7780,yahu önce klasik eğitimi sonra online eğitimi adam verin sonrasında metaverse eğitimine geçerizdon değiştirir sistem değiştirmekten nesilleri kaybettik iyiler özel okulda yada yurt dışında eğitim aldı elle tutulur bir müfredatmilli bir program bile yok
7781,
7782,türk berkay
7783,turkbrky
7784,
7785,mar
7786,
7787,canitti
7788,can bey ilkokulu liseyi bitirdiği iddia edilen gençlerin içinde okuma yazması atıl olanlar var metaverse gerçeği ilişkilendireceğiz online eğitim yazı tahtası writing board kullanan bile yoktu akademide gerçi kaydı açamayan bile vardı
7789,rdb
7790,mtle
7791,
7792,mar
7793,
7794,erkantrukten
7795,online eğitim çıktığında öğretmen arkadaşa bunun sonunda size yol görünüyor demiştim öyle saçmalıkmı olur salgın var salgına çare arıyorlar komplocu lar senide kandırmış demişti
7796,hy
7797,benkisaca_hy
7798,
7799,mar
7800,
7801,hypekripto
7802,doğru düzgün online eğitim verilemedi metaverse geçeğcemiş antigone
7803,ismeneshope
7804,
7805,mar
7806,
7807,erkantrukten
7808,online eğitim yüzünden zaten soğumuştum mesleğimden gerçek algısı bozulmuş insanlara dönüştükten sonra zaten hiçbir şeyin devam etmesine gerek yok
7809,sezen
7810,sezensuzen
7811,
7812,mar
7813,zaten günümüz eğitim sistemlerinin sonu geldi haliyle fazla demode metaverse bilmem azından online eğitime geçilmeli bir sürü sebepten insanların çoğu büyüksehirlere sırf eğitim katlanıyor mesela seyi toptan reddetmek anlamsız
7814,quote tweet
7815,erkan trükten
7816,erkantrukten
7817,mar
7818,metaverse öğretmenliğin öğretmenin sonunu getireceknur
7819,nuryildiz
7820,
7821,mar
7822,bin hayal olsun
7823,yıldır pandemi yüzünden online eğitim var doğru düzgün öğretmen alımı yapılmadı açık fazla ortada öyle olmasa bine yakın ücretli öğretmen olmazdı
7824,
7825,
7826,ahmet abi
7827,realistikhayal
7828,
7829,mar
7830,
7831,yakisikharun
7832,duyurunuzu baltalamak olacak uzak eğitim görüntülü konuşma yapılmasa marjinal faydası yüksek gerek bunun işleniş şekli gerekse öğrencilerin çoğunluğunda sınav online olsun dersler yüz yüze olsun gezeriz düşüncesi hakim olunca verimsizleşiyorendless abroad yurtdışı eğitim
7833,endlessabroad
7834,
7835,mar
7836,birbirinden değerli hediyelerin vef yurtdışı eğitim günlerinde seni bekliyor
7837,
7838,nisan online
7839,nisan the marmara taksim
7840,
7841,hemen ücretsiz kaydol
7842,httphybridvefeventscom
7843,
7844,sen hangi hediyeyi istersin yorumlarda belirt
7845,
7846,vefomer salman
7847,salmanastro
7848,
7849,mar
7850,geçen yıl sınıf öğrencileri yıl sınıf öğrencilerinde geçtiğimiz yıllık pandemi kapanmalar online eğitim denemesinin ruhsal algısal davranışlarındaki olumsuz etkisi halen net gözlenebiliyor
7851,
7852,show this threadplandemiye dur
7853,pandemiyedurde
7854,
7855,mar
7856,yıllık online eğitim bunun alt yapısı oluşturulmuş oluşturuldu
7857,yardımcı kitaplar test kitapları bile yeterli gelmiyor sürekli ödevler internetten araştırma olarak veriliyor çocuklar kitaptan okumaktan uzak bir sistemle yetiştiriliyor
7858,
7859,
7860,show this threadinstitut français turquie
7861,ifturquie
7862,
7863,mar
7864,campus france akare online yurtdışı eğitim fuarına katılıyor fransada lisans master doktora hakkında bilgi almak randevuyu kaçırmayın
7865,nisan
7866,online katılım httpsfuarafairscomrefcf
7867,
7868,
7869,
7870,
7871,show this threadwtech turkey
7872,wtechturkey
7873,
7874,mar
7875,dünya gazetesi youtube facebook kanallarından yayımlanan zirvemizi binlerce kişi online olarak izleme şansını yakaladı
7876,
7877,teknoloji odağında liderler zirvesi kapsamında eğitim destekçimiz robusta iş birliği kadına robotik süreç otomasyon eğitimi vereceğiz
7878,
7879,
7880,
7881,show this threadavhatice yildiz
7882,avhaticeyldz
7883,
7884,mar
7885,marka hükümsüzlüğü davaları konusunda tl ye online eğitim tanıtımı gördüm önce
7886,bilgi kadar ucuz bilgisizlik kadar kıymetli olmamalı
7887,
7888,kamerella
7889,kamerellam
7890,
7891,mar
7892,işim varmış bir gidip kendime online eğitim aldım
7893,
7894,ayse
7895,ayseseyhan
7896,
7897,mar
7898,online eğitim sayesinde herkes lise mezunu oldubaraj kalkınca olmayan nitelik eksilere düştü yks
7899,
7900,suheyla
7901,suhela
7902,
7903,mar
7904,
7905,dygorak
7906,online eğitimde olsa videoyu izleyip derse gitsek gelenekli sanatlar kesinlikle birebir eğitim olmuyor hatalarımız oluyor esnada hocamızın yardımı sorunun kaynağını anlayıp meşkimizi doğru şekilde öğrenmeye uygulamaya gayret ediyoruz
7907,
7908,shibariturkey
7909,shibari_turk
7910,
7911,mar
7912,shibariturkey den yana sadece online platformlarda değil gerçekleştirdiği yüzlerce eğitim etkinlik organizasyon performanslarla hayatına devam ediyor
7913,
7914,kendimizi geliştirmemize yorumlarınızla destek olur musunuz
7915,shibariturkcom
7916,fikirlerinizi bizimle paylaşır mısınız
7917,
7918,türkiye barolar birliği
7919,barolar
7920,
7921,mar
7922,mesleki online eğitim programı
7923,
7924,ecri misil davaları
7925,cumartesi
7926,
7927,
7928,
7929,httpyoutubecomtbbtv
7930,httpfacebookcombarobirlik
7931,
7932,
7933,ra ajans
7934,ra_ajans
7935,
7936,mar
7937,durum çocuğunu korumak isteyen ebeveyni çocuğunu eve internetekullanma kontrolsuz tv ye boğdurdu birde pandemik online eğitim çocuklarda olası internet kullanım kontrolünü neredeyse sıfırladı
7938,ekran görüntüleriyle döğüş savaş oyunları motor fonksiyonları oluşmamışra ajans
7939,ra_ajans
7940,
7941,mar
7942,
7943,vatan
7944,durum çocuğunu korumak isteyen ebeveyni çocuğunu eve internetekullanma kontrolsuz tv ye boğdurdu birde pandemik online eğitim çocuklarda olası internet kullanım kontrolünü neredeyse sıfırladı
7945,ekran görüntüleriyle döğüş savaş oyunları motor fonksiyonları oluşmamışhatuniye eğitim
7946,hatuniye_egitim
7947,
7948,mar
7949,ramazan ayı boyunca
7950,çevrim içi online mukabele
7951,
7952,nisan cuma
7953,
7954,genç kız hanımefendiler davetlidir
7955,
7956,mukabele sosyal medya hesaplarımızdan whatsap bip telegram üzerinden bizimle iletişime geçebilirsiniz
7957,
7958,hayirlicumalar
7959,
7960,mustafa ceylan mc
7961,mcmustafaceylan
7962,
7963,mar
7964,sınıfa kamera konulmalı öğrenci velisi online izlemeli akp karşıtı yada akp destekçisi eğitim veren herkes atılmalı cezalandırılmalı eğitimin dini olmaz
7965,quote tweet
7966,tele tv
7967,telecomtr
7968,mar
7969,süleymancıların yurdunda çocuklara şiddet uygulayan kişi gözaltına alındıkpmg türkiye
7970,kpmg_turkiye
7971,
7972,mar
7973,kpmgakademi nisan ayı eğitim takvimimiz yayınlandı
7974,kpmg akademinin online eğitimlerine kayıt olmak detaylarına ulaşmak aşağıdaki linki ziyaret edebilirsiniz
7975,httpsloomlyowwlgasema esmer
7976,semaesmerizmir
7977,
7978,mar
7979,
7980,aysel_karakuzu
7981,yıllık online eğitim bunun alt yapısı oluşturulmuş olabilir mi yardımcı kitaplar test kitapları bile yeterli gelmiyor sürekli ödevler internetten araştırma olarak veriliyor çocuklar kitaptan okumaktan uzak bir sistemle yetiştiriliyor malesef
7982,
7983,bis zum tod
7984,tod_zum
7985,
7986,mar
7987,vodafone metaverse kodlama eğitim işine girmiş helal olsun vodafoneun online eğitimleri hakkında linki olanlar iletebilir mi
7988,bilal gappi gapaylar
7989,bilal_gapay
7990,
7991,mar
7992,
7993,singursoy
7994,lütfen karanlığa sövmek kadar mum yakmaya çalışın
7995,çocuklar zaman kamera kayıtlarına ulaşamaz
7996,
7997,kural olsun türlü özel eğitim kurumları full kamera kaydı altında olacak yayın velilere online açık olacak
7998,süleymancılar süleymancılar
7999,eha_medya
8000,egitimajansi
8001,tcmebali taşgin
8002,tasginaras
8003,
8004,mar
8005,
8006,muhabbitcom
8007,uzaktan eğitim online eğitim verimli olduğuna göre onları tamamlayıp metaverse seviyesine geçmemizde sorun yokn
8008,nagimettt
8009,
8010,mar
8011,herkes liseden takır takır mezun oluyor arkadaşlar gördünüz online eğitim iyi galiba herkes etkin anlıyor neyse ben kendi kazancıma bakarımyurtdışı eğitimfuarı
8012,ieftfuarlari
8013,
8014,mar
8015,ülkeden üniversite kolej ieft yurtdışı eğitim fuarları başlıyor
8016,
8017,ücretsiz online davetiyeni hemen al
8018,httpieftcomtr
8019,
8020,ieftfuarlari yurdısıegitimfuarı ieftfairs egitimfuari yurdısındalisans yurtdısındayukseklisans ukuniversity yurtdisiegitimbursuevrenest
8021,evrenest
8022,
8023,mar
8024,online çin çıkarma kursunu yayından kaldırıldı dünyanın büyük çevrimiçi eğitim platformları ortasında yer alan udemy geçtiğimiz gün platformdaki bir kurs nedeniyle yansıların odağı oldu
8025,
8026,the post online çin çıkarma kursunu yayından
8027,evrenestcom
8028,online çin çıkarma kursunu yayından kaldırıldı evrenest
8029,dünyanın büyük çevrimiçi eğitim platformları ortasında yer alan udemy geçtiğimiz gün platformdaki bir kurs nedeniyle yansıların odağı oldu bilal gappi gapaylar
8030,bilal_gapay
8031,
8032,mar
8033,lütfen karanlığa sövmek kadar mum yakmaya çalışın
8034,çocuklar zaman kamera kayıtlarına ulaşamaz
8035,
8036,kural olsun türlü özel eğitim kurumları full kamera kaydı altında olacak yayın velilere online açık olacak
8037,süleymancılar süleymancılar
8038,devapartisi
8039,devapartisi
8040,quote tweet
8041,malik ejder
8042,malikejder_
8043,mar
8044,istanbulda süleymancılara ait bir yurtta kalan öğrencileri öğretmenleri vahşice dövdü
8045,
8046,dayak anları bir öğrencinin öğretmenden şiddet gördüğünü annesine kanıtlamak güvenlik kamerası görüntülerine ulaşmasıyla ortaya çıktı çocukları darp eden öğretmen gözaltına alındı
8047,show this thread
8048,
8049,coğrafyaci
8050,issrgt
8051,
8052,mar
8053,
8054,tcmeb
8055,lise sınavlarını online yaparak kalitesiz bir eğitim olduktan sonra neye yarar hicbirsey bilmeyen insanlar lise mezunu olup şimdi uniye gidecek sonra gelsin işsizlik ben üniversite mezunuyum diyip işsizlik artacak şahsen üzücü eğitimin durumu üzülüyorum duruma
8056,futurecom bilişim hizmetleri danışmanlık aş
8057,futurecomist
8058,
8059,mar
8060,vade farkı analizi konulu cap online eğitimimizi tamamladık
8061,futurecom cap eğitim vadefarkıanalizi
8062,
8063,rehber tv
8064,rehberonline
8065,
8066,mar
8067,rehber tv canlı yayın medya kritik
8068,rusyaukrayna savaşı eğitimöğretim konuşuluyor
8069,moderatör
8070,mhadiaydemir
8071,konuklar
8072,kenan_celik
8073,gazeteci
8074,doç dr yusuf çinar
8075,adnan kalkan
8076,tekdemiramazan
8077,eğitimbirsen diyarbakır şube başkanı
8078,rehber tv
8079,rehberonline
8080,rehber tv medya kritik
8081,
8082,haber
8083,habercomtr
8084,
8085,mar
8086,satsoda online eğitim
8087,habercomtr
8088,satsoda online eğitim
8089,sakarya ticaret sanayi odası tobb etüsem iş birliğinde araştırma yöntemleri pazar araştırması konulu online eğitim gerçekleştirildieyüboğlu eğitim eek
8090,eyubogluegitim
8091,
8092,mar
8093,the th annual international students theory of knowledge youth culture conference will be held online on april nd rd under the theme of thought quake
8094,
8095,educationeyüboğlu tok tokconference tokistanbul
8096,
8097,yeşilay sivas şubesi
8098,yesilay_sivas
8099,
8100,mar
8101,türkiye bağımlılıklarla mücadele yetişkin eğitim programı kapsamında fatih ilkokulunda öğrenim gören öğrencilerin velilerine yeşilay il formatörümüz handan gencer tarafından online tütün bağımlılığı eğitimi verildi
8102,fatih ilkokulu sivas others
8103,
8104,paul harris
8105,paulharris
8106,
8107,mar
8108,
8109,yusuf_kaderli
8110,hocam soyle bir online egitim olsada kişi sizi dinlesek gafur
8111,gafurapil
8112,
8113,mar
8114,sınav sürecini atlattım pandemi hayatımızın bir parçası haline geldi bunların doğrultusunda olsa üniversitede aktif bi yaşam süreceğim düşünürken eğitimin online devam etmesi hayallerimi tamamen yıktı açıkçası online eğitim sürecinde samimi bir ortam
8115,
8116,
8117,show this threadalkamego
8118,alkamego
8119,
8120,mar
8121,e allah benim belamı versin online eğitim iyi aynen
8122,online eğitim
8123,onlineegitimci
8124,
8125,mar
8126,
8127,meraltosun
8128,kendisine öğrencileri tarafından sorulan soruların imy
8129,mnycsy
